형태소,품사,분류,카운트
진지하게,Adjective,1,1
진지하게,Adjective,2,1
진지하고,Adjective,10,2
진지하기,Adjective,5,2
진지하면서,Adjective,5,1
진지한,Adjective,1,1
진지한,Adjective,9,2
진진,Noun,2,1
진짜,Noun,1,148
진짜,Noun,2,44
진짜,Noun,3,6
진짜,Noun,4,9
진짜,Noun,5,5
진짜,Noun,6,6
진짜,Noun,7,8
진짜,Noun,8,23
진짜,Noun,9,15
진짜,Noun,10,22
진짜진짜,Noun,1,1
진짜진짜,Noun,2,1
진창,Noun,1,2
진창,Noun,2,1
진토,Noun,2,1
진핑,Noun,1,2
진핑,Noun,2,1
진하게,Adjective,1,1
진행,Noun,1,1
진행,Noun,2,1
진행,Noun,5,1
진행,Noun,6,1
진행,Noun,8,1
진행,Noun,10,1
진화,Noun,8,1
질,Noun,1,11
질,Noun,2,2
질,Noun,4,1
질,Noun,5,1
질감,Noun,1,2
질감,Noun,3,1
질감,Noun,4,1
질감,Noun,7,1
질러서,Verb,4,1
질문,Noun,1,1
질병,Noun,1,1
질적,Noun,8,1
질질,Noun,1,1
질하는,Verb,10,1
짊,Noun,3,1
짐,Noun,1,1
짐,Noun,2,1
짐,Noun,4,1
짐,Noun,10,1
짐작,Noun,2,1
짐작,Noun,8,1
집,Noun,1,7
집,Noun,2,4
집,Noun,4,2
집,Noun,6,1
집,Noun,7,1
집,Noun,10,6
집가서,Verb,8,1
집니다,Verb,10,1
집단,Noun,1,1
집안,Noun,1,1
집안,Noun,5,1
집안,Noun,10,1
집어,Verb,5,1
집어,Verb,9,1
집어넣고,Verb,2,2
집어넣느라,Verb,4,1
집어넣은,Verb,1,1
집어넣음,Verb,4,1
집중,Noun,1,3
집중,Noun,4,3
집중,Noun,6,1
집중,Noun,8,5
집중,Noun,9,1
집중,Noun,10,6
집합,Noun,1,1
짓,Noun,1,4
짓,Noun,4,1
짓네,Verb,4,1
짓는,Verb,1,1
짓도,Verb,1,1
징,Noun,9,1
징글징글,Noun,1,1
징톈,Noun,2,1
징핑,Noun,3,1
짜,Verb,1,2
짜,Verb,6,1
짜게,Verb,9,1
짜기시,Verb,2,1
짜네요,Verb,7,1
짜더니,Verb,1,1
짜르,Noun,1,1
짜리,Verb,1,2
짜리,Verb,2,1
짜리,Verb,6,1
짜리라니,Foreign,6,1
짜릿했다,Adjective,10,1
짜야,Verb,1,1
짜요,Verb,1,2
짜인,Verb,1,1
짜임,Noun,3,1
짜임새,Noun,2,1
짜임새,Noun,6,2
짜임새,Noun,8,1
짜장,Noun,1,9
짜장,Noun,2,1
짜장,Noun,3,1
짜장면,Noun,1,1
짜장면,Noun,2,1
짜장면,Noun,3,1
짜증,Noun,1,2
짜증,Noun,2,2
짜증나고,Adjective,8,1
짜증나서,Adjective,1,1
짜증난다,Adjective,1,1
짜증났는데,Adjective,9,1
짜증났다,Adjective,6,1
짜증났음,Adjective,1,1
짝,Noun,1,1
짝,Noun,2,3
짝,Noun,5,1
짝퉁,Noun,1,3
짝퉁,Noun,2,1
짝퉁,Noun,5,1
짠함이,Adjective,9,1
짤,Noun,1,1
짧게,Adjective,1,1
짧게,Adjective,9,1
짧은,Adjective,1,1
짧은,Adjective,8,1
짬뽕,Noun,2,3
짬뽕,Noun,4,1
짬뽕,Noun,5,1
짭,Verb,2,1
짯깨들,Noun,1,1
짰다는,Verb,3,1
짱,Modifier,1,5
짱,Modifier,2,2
짱,Noun,1,12
짱,Noun,2,1
짱,Noun,8,1
짱,Noun,10,3
짱,Suffix,1,7
짱,Suffix,2,2
짱,VerbPrefix,1,5
짱,VerbPrefix,8,1
짱개,Noun,1,18
짱개,Noun,2,9
짱개,Noun,9,1
짱구,Noun,1,1
짱깨,Noun,1,65
짱깨,Noun,2,13
짱깨,Noun,4,1
짱깨,Noun,9,1
짱꺠,Noun,1,2
짱짱,Noun,8,1
짱짱,Noun,9,1
짱짱,Noun,10,1
짱짱하다,Adjective,6,1
째,Verb,2,1
쨩,Suffix,1,2
쩌,Noun,1,1
쩌,Noun,10,1
쩌나,Noun,1,1
쩔고,Verb,8,1
쩔고,Verb,10,1
쩔던데,Verb,9,1
쩔은,Verb,1,1
쩜쩜,Noun,5,1
쩝,Adverb,1,1
쪄요,Verb,8,1
쪼가리,Noun,1,1
쪼개면서,Verb,6,1
쪼개서,Verb,2,1
쪽,Noun,1,2
쪽,Noun,2,1
쪽,Noun,8,1
쪽국,Noun,1,1
쪽팔리지도,Verb,1,1
쪽팔린다,Verb,1,1
쪽팔린줄,Verb,1,1
쫀득,Noun,4,1
쫄딱,Noun,1,1
쫌,Noun,1,3
쫌,Noun,6,2
쫌,Noun,8,2
쫌,Noun,10,1
쫓는,Verb,2,1
쫓아,Verb,1,1
쫓은,Verb,5,1
쫙,Noun,9,1
쫭꿰,Noun,1,1
쭉,Noun,8,1
쭉쭉,Noun,1,1
쭝,Noun,1,1
쭝궈,Noun,1,1
쭝궈들,Noun,1,1
쯤,Noun,4,1
쯤,Suffix,1,2
쯤,Suffix,7,1
쯤,Suffix,8,1
쯤,Suffix,9,1
쯧,Adverb,1,1
찌꺼기,Noun,1,8
찌꺼기,Noun,4,3
찌당,Verb,9,1
찌든,Verb,1,4
찌든,Verb,2,1
찌든,Verb,4,1
찌든,Verb,9,1
찌들어있다는,Verb,1,1
찌들어있던,Verb,1,1
찌른,Verb,1,1
찌를듯,Verb,10,1
찌우,Verb,10,1
찌질하고,Adjective,1,1
찌푸릴만,Verb,8,1
찌푸림아,Verb,1,1
찍,Noun,1,1
찍,Noun,3,1
찍고,Verb,4,1
찍느라,Verb,6,1
찍는,Verb,2,1
찍는게,Verb,1,1
찍는다고,Verb,2,1
찍어,Verb,1,1
찍어,Verb,2,1
찍어도,Verb,1,1
찍어라,Verb,1,1
찍었,Verb,3,1
찍었나,Verb,1,1
찍었네,Verb,1,1
찍었네요,Verb,9,1
찍었으면,Verb,4,1
찍었으면,Verb,8,1
찍으면,Verb,2,1
찍은,Verb,1,2
찍은,Verb,8,1
찍지,Verb,1,1
찍지,Verb,2,1
찐,Verb,1,1
찐,Verb,4,1
찐,Verb,8,1
찐,Verb,10,3
찐빵,Noun,1,1
찐이네,Verb,1,1
찐이다,Verb,9,1
찔끔,Adverb,10,2
찔러,Verb,1,1
찜찜함에도,Adjective,1,1
찝찝해,Adjective,1,1
찡,Adverb,9,1
찡,Adverb,10,1
찡찡대길래,Verb,9,1
찡한,Adjective,10,1
찢겨,Verb,1,1
찢어짐,Verb,6,1
찢었네,Verb,8,1
차,Noun,1,1
차,Noun,4,1
차,Noun,6,1
차거나,Verb,2,1
차다,Verb,2,1
차라리,Noun,1,31
차라리,Noun,2,15
차라리,Noun,3,1
차라리,Noun,4,4
차라리,Noun,5,1
차라리,Noun,6,3
차려,Noun,2,1
차렸으면,Verb,1,2
차리고,Verb,1,1
차리셈,Verb,1,1
차리지,Verb,1,1
차립시다,Verb,1,1
차별,Noun,1,5
차별,Noun,2,1
차별,Noun,9,1
차별,Noun,10,1
차서,Noun,3,1
차용,Noun,2,1
차용,Noun,7,1
차우,Noun,1,1
차이,Noun,1,1
차이,Noun,2,1
차이나,Noun,1,10
차이나,Noun,3,1
차이나,Noun,6,1
차이나는,Verb,2,1
차이니즈,Noun,1,1
차준,Noun,1,1
차치하,Verb,1,1
차치하고,Verb,1,2
차치하고,Verb,5,1
차카,Noun,2,1
착,Noun,1,6
착각,Noun,1,1
착즙기,Noun,10,1
착취,Noun,2,1
착한,Adjective,1,3
착해,Adjective,2,1
착해져,Adjective,10,1
착해지는게,Adjective,10,1
착해진거,Adjective,2,1
착했냐,Adjective,1,1
찬,Noun,4,1
찬동,Noun,1,1
찬란,Noun,1,1
찬사,Noun,10,1
찬성,Noun,1,2
찬양,Noun,1,10
찬양,Noun,2,3
찬양,Noun,4,1
찮아서,Verb,6,1
찰떡,Noun,9,1
찰떡,Noun,10,1
찰영,Noun,1,2
참,Verb,1,14
참,Verb,2,1
참,Verb,3,1
참,Verb,4,4
참,Verb,5,4
참,Verb,6,1
참,Verb,7,1
참,Verb,8,2
참,Verb,9,1
참,Verb,10,3
참고,Noun,1,2
참고,Noun,2,3
참고,Noun,4,1
참기,Verb,1,1
참기가,Verb,1,1
참기하느라,Verb,6,1
참깨,Noun,1,2
참나,Noun,1,3
참나,Noun,2,1
참나,Noun,4,1
참는,Verb,4,1
참담하네,Adjective,1,1
참배,Noun,1,1
참신하게,Adjective,2,1
참아가며,Verb,10,1
참았습니다,Verb,8,1
참여,Noun,1,1
참으로,Noun,1,1
참으로,Noun,2,1
참으로,Noun,8,1
참패,Noun,3,1
창궐,Noun,1,1
창작,Noun,3,1
창작물,Noun,2,1
창피하다,Adjective,1,1
창피한,Adjective,1,1
찾기,Noun,2,1
찾는,Verb,1,1
찾는,Verb,7,1
찾는다면,Verb,1,1
찾아가면서,Verb,7,1
찾아라,Verb,1,1
찾아보고,Verb,1,1
찾아보는걸,Verb,4,1
찾아봐도,Verb,2,1
찾아봤는데,Verb,7,1
찾아야되,Verb,2,1
찾았는데,Verb,1,1
찾았다,Verb,10,1
찾은,Verb,10,1
채,Noun,1,2
채우기,Verb,1,1
채우기,Verb,10,1
채운,Noun,1,1
채울,Verb,6,1
채택,Noun,10,1
책임감,Noun,2,1
책임져,Verb,1,1
책임지는,Verb,1,1
챈,Verb,10,1
챌,Verb,1,1
챙겨,Verb,2,1
챙겨,Verb,8,1
챙겨,Verb,10,1
챙기고,Verb,2,1
처,Noun,1,4
처,Noun,2,3
처,Noun,8,1
처단,Noun,1,1
처럼,Josa,1,7
처럼,Josa,2,5
처럼,Josa,3,1
처럼,Josa,4,2
처럼,Josa,5,1
처럼,Josa,6,2
처럼,Josa,7,1
처럼,Josa,8,2
처럼,Josa,10,1
처럼,Noun,1,1
처럼,Noun,2,1
처럼,Noun,5,1
처럼,Noun,8,1
처럼,Noun,10,2
처럼만,Josa,1,1
처리,Noun,10,1
처움앤,Noun,10,1
처음,Noun,1,28
처음,Noun,2,8
처음,Noun,4,2
처음,Noun,5,1
처음,Noun,6,3
처음,Noun,8,2
처음,Noun,9,1
처음,Noun,10,3
처절한,Adjective,1,1
처지,Noun,4,1
처참,Noun,1,1
처참하게,Adjective,1,2
처참하다,Adjective,1,1
처참하다,Adjective,2,1
처참하지만,Adjective,1,1
처참한,Adjective,1,1
척,Noun,1,2
척,Noun,2,2
척도,Noun,1,1
천,Modifier,1,3
천,Modifier,2,1
천,Noun,3,1
천녀유혼,Noun,1,2
천년,Noun,1,1
천년,Noun,4,1
천배,Noun,4,1
천재,Noun,5,2
천지,Noun,1,1
천하,Noun,4,1
천하,Noun,8,1
철,Noun,1,1
철저하게,Adjective,1,2
철저한,Adjective,1,1
철저히,Adjective,1,1
첨,Adverb,1,1
첨,Adverb,2,1
첨,Adverb,10,2
첨,Noun,7,1
첨,Noun,10,1
첨가,Noun,1,1
첨가,Noun,5,1
첨부,Noun,1,1
첨으로,Adverb,1,1
첨으로,Adverb,2,1
첫,Modifier,1,1
첫,Modifier,10,1
첫,Noun,1,4
청년,Noun,1,1
청소년,Noun,1,1
청순하게,Adjective,5,1
청순해서,Adjective,6,1
체,Noun,1,2
체,Noun,2,1
체,Noun,3,1
체결,Noun,2,1
체적,Noun,1,4
체적,Noun,2,2
체적,Noun,8,1
체제,Noun,1,1
체크,Noun,10,1
체험,Noun,2,1
첸카이거,Noun,2,1
쳐,Verb,1,17
쳐,Verb,2,1
쳐,Verb,4,2
쳐,Verb,8,1
쳐넣드,Noun,1,1
쳐놨네요,Verb,2,1
쳐다니면서,Verb,1,1
쳐다보는,Verb,1,1
쳐도,Verb,1,2
쳐보다,Verb,2,1
쳐요,Verb,3,1
쳤는지,Verb,2,1
쳤을것,Verb,1,1
쳤을텐데,Verb,2,1
초,Noun,1,3
초,Noun,4,2
초,Noun,5,1
초,Noun,8,1
초,Noun,10,1
초능력,Noun,1,1
초능력,Noun,2,1
초능력자,Noun,1,1
초등,Noun,10,1
초등생,Noun,1,1
초등생,Noun,6,1
초등생,Noun,10,1
초등학생,Noun,2,1
초딩,Noun,1,3
초딩,Noun,2,4
초딩,Noun,6,1
초딩,Noun,8,2
초딩,Noun,10,1
초반,Noun,1,2
초반,Noun,2,2
초반,Noun,5,2
초반,Noun,6,1
초반,Noun,8,2
초반,Noun,10,1
초본,Noun,1,1
초심,Noun,1,1
초원,Noun,1,1
초월,Noun,2,1
초인,Noun,1,1
초인,Noun,2,1
초한지,Noun,4,1
촌,Noun,1,1
촌,Noun,4,1
촌스러운,Adjective,4,1
촌스럽고,Adjective,1,2
촌스럽고,Adjective,3,1
촌시렵,Noun,2,1
촛,Noun,2,1
총,Modifier,1,5
총,Modifier,2,2
총,Noun,1,3
총,Noun,9,1
총선,Noun,1,1
촬영,Noun,1,11
촬영,Noun,2,3
촬영,Noun,10,1
최,Noun,1,4
최,Noun,2,1
최,Noun,4,1
최,Noun,8,1
최,Noun,10,1
최강,Noun,2,2
최고,Noun,1,14
최고,Noun,2,1
최고,Noun,6,1
최고,Noun,8,2
최고,Noun,9,4
최고,Noun,10,21
최고다,Noun,1,1
최고다,Noun,10,2
최고봉,Noun,4,1
최곤데,Noun,6,1
최근,Noun,1,1
최근,Noun,2,1
최근,Noun,6,1
최근,Noun,9,1
최근,Noun,10,4
최대,Noun,1,2
최대,Noun,2,1
최대,Noun,9,1
최대한,Noun,1,1
최대한,Noun,4,1
최상,Noun,5,1
최선,Noun,9,1
최소,Noun,2,1
최소한,Noun,1,1
최신,Noun,10,1
최악,Noun,1,109
최악,Noun,2,21
최악,Noun,3,2
최악,Noun,4,3
최악,Noun,6,1
최애,Noun,2,1
최애,Noun,6,1
최애,Noun,8,1
최애,Noun,9,1
최애,Noun,10,2
최종,Noun,8,1
최초,Noun,1,4
최초,Noun,10,1
최하,Noun,2,2
최후,Noun,1,1
쵝,Noun,10,1
쵸우,Noun,1,1
추,Noun,1,2
추,Noun,10,1
추가,Noun,1,1
추가,Noun,2,2
추가,Noun,4,1
추구,Noun,9,1
추니,Verb,1,1
추석,Noun,9,1
추석,Noun,10,1
추악함과,Adjective,1,1
추억,Noun,1,12
추억,Noun,2,3
추억,Noun,4,1
추억,Noun,5,1
추억,Noun,6,1
추억,Noun,7,1
추억,Noun,8,2
추억,Noun,9,2
추억,Noun,10,4
추운,Verb,1,1
추접,Noun,2,1
추종,Noun,5,1
추천,Noun,1,15
추천,Noun,2,5
추천,Noun,4,2
추천,Noun,5,1
추천,Noun,6,1
추천,Noun,7,1
추천,Noun,8,4
추천,Noun,10,10
추하다,Adjective,1,1
추합니다,Adjective,1,1
추합니다,Adjective,10,1
추해,Adjective,1,1
춘장,Noun,1,1
출력,Noun,1,1
출신,Noun,1,1
출신,Noun,2,1
출신,Noun,6,2
출연,Noun,1,8
출연,Noun,2,1
출연,Noun,3,2
출연,Noun,4,2
출연,Noun,6,1
출연,Noun,8,2
출연,Noun,10,1
출연료,Noun,1,1
출연료,Noun,2,1
출진,Noun,1,2
출하면서,Verb,1,1
출하면서도,Verb,1,1
출현,Noun,6,1
춤,Noun,1,1
춤,Noun,2,1
충,Noun,1,5
충,Noun,9,1
충,Noun,10,1
충격,Noun,1,2
충격,Noun,2,4
충격,Noun,4,1
충격,Noun,6,1
충돌,Noun,6,1
충만,Noun,4,1
충분하다고,Adjective,9,1
충분해요,Adjective,8,1
충분히,Adjective,1,2
충분히,Adjective,3,1
충분히,Adjective,8,6
충분히,Adjective,9,2
충분히,Adjective,10,4
충성,Noun,1,1
충성,Noun,3,1
충성,Noun,6,1
충성,Noun,8,1
충성,Noun,9,2
충성,Noun,10,3
충실한,Adjective,9,1
충실한듯,Adjective,6,1
충실할려다,Adjective,6,1
충정,Noun,9,1
충족,Noun,8,1
충족,Noun,10,1
취,Noun,1,1
취해,Noun,1,2
취햇다,Noun,7,1
취향,Noun,1,1
취향,Noun,6,1
취향,Noun,7,1
취향,Noun,8,1
취향,Noun,9,1
취향,Noun,10,1
층,Noun,1,3
층,Noun,4,1
층,Noun,10,1
치,Noun,1,4
치,Noun,7,1
치겠어,Verb,6,1
치고,Josa,1,7
치고,Josa,2,1
치고,Josa,3,1
치고,Josa,4,1
치고,Josa,5,1
치고는,Josa,6,1
치고는,Josa,9,1
치고말도,Verb,1,1
치곤,Verb,1,2
치곤,Verb,5,1
치기,Noun,1,1
치기,Noun,9,1
치는,Verb,1,4
치는,Verb,2,1
치는,Verb,5,1
치는,Verb,7,1
치는거아니고,Verb,1,1
치는것도,Verb,1,1
치는구만,Verb,1,1
치더라도,Verb,1,1
치도,Noun,2,1
치료,Noun,2,1
치면,Noun,2,1
치밀어,Verb,1,2
치밀어,Verb,2,1
치사하고,Adjective,1,1
치우고,Verb,7,1
치우고,Verb,9,1
치우쳤다,Verb,6,1
치우칠,Verb,9,1
치워라,Verb,1,1
치임요,Verb,9,1
치히로,Noun,2,1
친,Noun,1,9
친,Noun,10,1
친구,Noun,1,1
친구,Noun,8,2
친구,Noun,10,1
친일파,Noun,2,1
칠,Modifier,1,1
칠만,Noun,1,1
칠한,Adjective,1,2
칠한,Adjective,2,1
칠함,Adjective,2,1
칠했네,Adjective,1,1
침,Noun,1,1
침공,Noun,1,1
침략,Noun,1,1
침묵,Noun,1,2
칭따오,Noun,2,1
칭찬,Noun,1,2
카,Noun,2,1
카,Noun,10,1
카리스마,Noun,8,2
카리스마,Noun,9,2
카리스마,Noun,10,3
카메라,Noun,1,1
카악,Adverb,1,1
카카오,Noun,1,1
카타르,Noun,8,1
카터,Noun,2,1
카피,Noun,4,1
칸,Noun,3,1
칸,Noun,4,2
칸,Noun,6,1
칼,Noun,1,3
칼,Noun,2,1
칼,Noun,4,1
칼좀,Noun,8,1
캅스,Noun,1,1
캐,Noun,2,1
캐,Noun,8,1
캐리,Noun,7,1
캐릭,Noun,1,1
캐릭,Noun,2,2
캐릭,Noun,5,1
캐릭터,Noun,1,23
캐릭터,Noun,2,11
캐릭터,Noun,3,4
캐릭터,Noun,4,6
캐릭터,Noun,5,3
캐릭터,Noun,6,6
캐릭터,Noun,7,7
캐릭터,Noun,8,12
캐릭터,Noun,9,13
캐릭터,Noun,10,4
캐스팅,Noun,1,10
캐스팅,Noun,2,5
캐스팅,Noun,5,1
캐스팅,Noun,7,1
캐스팅,Noun,9,2
캔,Noun,5,1
캔두,Noun,1,1
캡틴,Noun,5,1
캡틴,Noun,6,1
캣츠,Noun,1,3
캬,Noun,10,1
캬앜,Noun,1,1
커리어,Noun,1,1
커밍아웃,Noun,10,2
커버,Noun,1,2
커버,Noun,6,1
커버,Noun,8,1
커버,Noun,10,1
커서,Noun,1,1
커서,Noun,8,1
커서,Noun,10,2
커여,Verb,5,1
커요,Verb,2,1
커짐,Verb,1,1
컨셉,Noun,1,1
컨츄리,Noun,2,1
컬,Noun,1,1
컵라면,Noun,2,1
컷,Noun,1,1
컷,Noun,2,1
컷,Noun,5,1
컸나,Verb,1,1
컸다,Verb,1,1
컸던,Verb,5,1
컸어요,Verb,2,1
컸었는데,Verb,4,1
컸지만,Verb,8,1
케릭,Noun,4,2
케미,Noun,6,1
케이,Noun,2,1
케이블,Noun,1,1
케이스,Noun,1,1
코,Noun,1,1
코,Noun,2,1
코,Noun,4,1
코끝,Noun,1,1
코드,Noun,1,1
코로,Noun,1,1
코로나,Noun,1,12
코로나,Noun,2,6
코로나,Noun,3,2
코로나,Noun,4,3
코로나,Noun,5,1
코로나,Noun,6,1
코로나,Noun,9,1
코로나,Noun,10,3
코메,Noun,1,1
코메디,Noun,1,1
코미디,Noun,1,1
코미디,Noun,2,2
코미디,Noun,4,1
코믹,Noun,1,2
코스,Noun,1,1
코오,Noun,1,1
코인,Noun,1,2
콕,Noun,1,1
콜,Noun,1,1
콜라,Noun,4,1
콜라보,Noun,1,2
콤비,Noun,1,1
콤비네이션,Noun,2,2
콧대,Noun,1,1
쿠키,Noun,10,1
쿠테타,Noun,6,1
쿵푸팬더,Noun,4,1
쿵푸허슬,Noun,1,2
퀄,Noun,1,2
퀄,Noun,5,1
퀄,Noun,6,1
퀄리티,Noun,1,3
퀄리티,Noun,5,2
퀄리티,Noun,7,1
퀄리티,Noun,8,1
퀄리티,Noun,9,3
크,Verb,1,2
크,Verb,9,1
크게,Noun,1,1
크게,Noun,8,2
크게,Noun,9,2
크고,Verb,8,3
크고,Verb,9,1
크긴,Verb,2,1
크네요,Verb,1,2
크네요,Verb,6,1
크도,Verb,2,1
크라운제이,Noun,4,1
크래딧,Noun,1,1
크레딧,Noun,1,3
크레딧,Noun,5,1
크레딧,Noun,8,1
크레딧,Noun,9,1
크레딧,Noun,10,1
크로,Verb,10,1
크리스티나,Noun,4,1
크리스티나,Noun,6,1
크림,Noun,1,2
크지,Verb,2,1
큰,Verb,1,9
큰,Verb,3,1
큰,Verb,6,2
큰,Verb,8,7
큰,Verb,9,2
큰,Verb,10,7
큰게,Verb,10,1
큰일,Noun,3,1
큰일,Noun,9,2
큰일,Noun,10,2
클,Verb,2,1
클,Verb,10,1
클과,Verb,9,1
클라,Verb,1,2
클라,Verb,10,1
클레멘타인,Noun,1,5
클레멘타인,Noun,6,1
클레멘타인,Noun,10,1
클리셰,Noun,1,1
클리셰,Noun,2,1
클리셰,Noun,10,1
클하고,Verb,10,1
클한,Verb,1,1
큼,Verb,2,1
큽니다,Verb,1,1
킁킁,Adverb,1,4
키,Noun,2,3
키,Noun,4,1
키,Noun,6,1
키,Noun,10,1
키라,Noun,4,1
키웟,Noun,9,1
키웠던,Verb,1,1
키카,Noun,2,2
킥,Noun,9,1
킬러,Noun,4,1
킬링,Noun,1,3
킬링,Noun,2,1
킬링,Noun,6,1
킬링타임,Noun,1,2
킬링타임,Noun,2,2
킬링타임,Noun,3,1
킬링타임,Noun,4,4
킬링타임,Noun,5,1
킬링타임,Noun,7,4
킬링타임,Noun,8,4
킬타임,Noun,5,1
킹등,Noun,1,1
타,Modifier,1,2
타,Modifier,2,1
타,Noun,1,2
타,Noun,2,1
타,Noun,9,1
타,Noun,10,1
타게,Verb,1,1
타겟,Noun,1,2
타겟,Noun,4,1
타고,Noun,1,3
타고,Noun,2,1
타고,Noun,10,1
타고나,Verb,2,1
타고난,Verb,5,1
타고난,Verb,6,1
타는,Verb,10,1
타니,Verb,1,1
타령,Noun,9,1
타악기,Noun,10,1
타이,Noun,2,1
타이완,Noun,1,7
타이완,Noun,2,2
타이틀,Noun,1,3
타이틀,Noun,2,1
타임,Noun,1,2
타임,Noun,2,1
타임,Noun,8,1
타임,Noun,9,1
타입,Noun,2,1
타입,Noun,5,1
타파,Noun,2,1
탄산,Noun,4,1
탄생,Noun,1,3
탄생,Noun,2,2
탄생,Noun,4,1
탄생,Noun,6,1
탄식,Noun,2,1
탄압,Noun,1,41
탄압,Noun,2,6
탄압,Noun,8,1
탄탄하게,Adjective,10,1
탄탄하고,Adjective,1,1
탄탄하지,Adjective,8,1
탄탄한,Adjective,1,1
탄탄한,Adjective,9,1
탄탄한,Adjective,10,1
탄탄할,Adjective,9,1
탄탄함,Adjective,1,1
탄탄해서,Adjective,8,1
탄탄했던,Adjective,1,1
탈,Noun,1,1
탈,Noun,8,2
탈바꿈,Noun,2,2
탈주씬,Noun,8,1
탈출,Noun,6,1
탐욕,Noun,1,1
탑,Noun,1,2
탓,Noun,4,1
탓,Noun,5,1
탓,Noun,9,1
탕웨이,Noun,6,1
태,Noun,1,1
태고,Noun,1,1
태반,Noun,10,1
태생,Noun,1,1
태세,Noun,1,1
태어나서,Verb,1,2
태워,Verb,2,1
택,Noun,4,1
택했,Noun,1,1
택했다,Noun,1,1
택했으,Noun,1,1
탠데,Noun,2,1
탱,Adverb,1,2
터,Noun,1,5
터,Noun,4,2
터,Noun,9,1
터,Noun,10,2
터넷,Noun,1,1
터져,Verb,4,1
터졌을,Verb,1,1
터짐,Verb,8,1
텅,Noun,1,1
테넷,Noun,1,9
테넷,Noun,2,5
테넷,Noun,3,1
테넷,Noun,5,2
테러,Noun,1,3
테러,Noun,8,2
테러,Noun,9,1
테러,Noun,10,7
템빨,Noun,1,1
톈안문쌍,Noun,2,1
토,Noun,1,1
토끼,Noun,1,1
토나온다,Verb,1,1
토닥토닥,Noun,1,1
토대,Noun,1,1
토대,Noun,2,1
토렌,Noun,2,1
토록,Josa,4,1
토루,Noun,2,1
토루,Noun,10,1
토리,Noun,2,1
토착,Noun,1,1
톡톡히,Adjective,1,1
통,Noun,1,5
통,Noun,4,1
통곡,Noun,1,1
통수,Noun,1,1
통신사,Noun,1,1
통일,Noun,1,2
통제,Noun,1,1
통해,Noun,1,1
통해,Noun,8,2
퇴보,Noun,1,2
퇴보,Noun,2,1
퇴보한,Adjective,1,1
퇴보했는데,Adjective,1,1
퇴장,Noun,10,1
퇴화,Noun,1,1
투,Noun,1,3
투,Noun,10,1
투석기,Noun,1,1
투석기,Noun,5,1
투성이,Noun,6,1
투신,Noun,1,2
투신,Noun,3,1
투신,Noun,6,1
투신,Noun,7,2
투신,Noun,8,4
투신,Noun,10,1
투심,Noun,10,1
투입,Noun,6,1
투자,Noun,1,5
투자,Noun,2,2
투쟁,Noun,1,1
투척,Noun,1,1
투톱,Noun,4,1
투티투퉤,Noun,1,1
퉤,Noun,1,1
퉤퉤,Noun,1,3
퉤퉤,Noun,2,1
퉤퉷,Noun,1,1
퉷,Noun,1,1
퉽퉤,Noun,2,1
튀고,Verb,8,1
튀어,Noun,1,1
튀어,Noun,2,1
튀어나온,Verb,1,1
튀어나올듯,Verb,10,1
튀어나옴,Verb,2,1
튀었다는,Verb,4,1
튕기네,Noun,2,1
트,Noun,2,1
트랙,Noun,2,1
트럼프,Noun,1,1
트렌드,Noun,6,1
트롯,Noun,1,1
트리,Noun,2,1
트림,Noun,4,1
트월,Noun,1,1
트위터,Noun,1,1
트윗,Noun,1,1
트틔투튀트,Noun,1,1
특,Noun,1,1
특,Noun,6,1
특,Noun,10,1
특별,Noun,7,1
특별,Noun,8,5
특별,Noun,9,1
특별,Noun,10,1
특별출연,Noun,1,1
특별출연,Noun,4,1
특별한,Adjective,2,1
특별한,Adjective,10,1
특별한건,Adjective,4,1
특색,Noun,1,1
특색,Noun,2,1
특성,Noun,10,3
특수,Noun,1,2
특유,Noun,1,11
특유,Noun,2,5
특유,Noun,3,1
특유,Noun,4,4
특유,Noun,5,1
특유,Noun,6,1
특유,Noun,8,2
특유,Noun,9,3
특유,Noun,10,1
특징,Noun,1,1
특징,Noun,8,1
특히,Adverb,1,10
특히,Adverb,2,2
특히,Adverb,3,1
특히,Adverb,4,1
특히,Adverb,6,1
특히,Adverb,8,1
특히,Adverb,9,1
특히,Adverb,10,9
튼,Verb,1,1
튼,Verb,9,1
틀,Noun,7,1
틀,Noun,8,1
틀림없다,Adjective,1,1
틀어놓고,Verb,1,1
틀어서,Verb,1,1
틀어주는,Verb,1,1
틈,Noun,7,1
틈,Noun,8,4
틈,Noun,9,1
틈,Noun,10,1
티,Noun,1,1
티,Noun,2,1
티,Noun,6,3
티,Noun,7,2
티,Noun,8,2
티,Noun,9,1
티나,Noun,1,4
티르,Noun,10,1
티몬,Noun,1,1
티뱃,Noun,1,1
티베트,Noun,1,5
티벳,Noun,1,7
티비,Noun,1,1
티비,Noun,2,2
티비,Noun,10,1
티저,Noun,1,1
티켓,Noun,1,3
티켓,Noun,2,1
티켓,Noun,4,1
티켓,Noun,8,1
팀킬,Noun,1,1
파,Noun,1,1
파,Noun,6,1
파,Noun,7,1
파격,Noun,10,1
파견,Noun,1,1
파괴,Noun,1,14
파괴,Noun,2,3
파괴,Noun,5,1
파괴,Noun,6,1
파는,Verb,1,1
파닉스,Noun,1,1
파룬궁,Noun,1,1
파멸,Noun,1,1
파문,Noun,1,1
파물란,Verb,10,1
