형태소,품사,분류,카운트
있다는,Adjective,7,2
있다는,Adjective,9,1
있다는,Adjective,10,3
있다는거에,Adjective,10,1
있다는걸,Adjective,10,2
있다는것이,Adjective,1,2
있다는게,Adjective,1,1
있다는게,Adjective,10,1
있다는데,Adjective,10,1
있다니,Adjective,1,2
있다니,Adjective,10,1
있다니까,Adjective,8,1
있다며,Adjective,1,1
있다면,Adjective,1,5
있다면,Adjective,6,1
있다면,Adjective,8,1
있다면,Adjective,10,7
있당,Adjective,10,1
있더라,Adjective,1,1
있더라,Adjective,4,1
있더라,Adjective,8,1
있더라,Adjective,9,1
있던,Adjective,1,1
있던,Adjective,9,3
있던,Adjective,10,3
있던가,Adjective,1,2
있던거에요,Adjective,10,1
있던데,Adjective,1,1
있던데,Adjective,9,1
있던데,Adjective,10,1
있던디,Adjective,1,1
있던지,Adjective,10,1
있도록,Adjective,8,1
있도록,Adjective,9,1
있도록,Adjective,10,1
있슴,Noun,1,1
있습니다,Adjective,1,8
있습니다,Adjective,5,3
있습니다,Adjective,6,1
있습니다,Adjective,7,3
있습니다,Adjective,8,1
있습니다,Adjective,9,1
있습니다,Adjective,10,13
있어,Adjective,1,10
있어,Adjective,5,1
있어,Adjective,9,3
있어,Adjective,10,8
있어도,Adjective,10,7
있어서,Adjective,1,3
있어서,Adjective,6,2
있어서,Adjective,7,1
있어서,Adjective,8,2
있어서,Adjective,9,7
있어서,Adjective,10,9
있어서요,Adjective,1,1
있어야,Adjective,1,4
있어야,Adjective,4,1
있어야,Adjective,6,1
있어야,Adjective,7,1
있어야지,Adjective,1,1
있어요,Adjective,5,1
있어요,Adjective,7,1
있어요,Adjective,8,1
있어요,Adjective,9,1
있어요,Adjective,10,7
있었,Adjective,2,1
있었,Adjective,10,2
있었고,Adjective,4,1
있었고,Adjective,5,1
있었고,Adjective,7,1
있었고,Adjective,8,1
있었고,Adjective,10,4
있었구나,Adjective,1,1
있었구만,Adjective,10,1
있었나,Adjective,8,2
있었나,Adjective,9,2
있었나,Adjective,10,4
있었나여,Adjective,10,1
있었나요,Adjective,1,1
있었나요,Adjective,10,1
있었냐,Adjective,1,1
있었네,Adjective,1,2
있었네,Adjective,10,1
있었네요,Adjective,1,1
있었네요,Adjective,10,1
있었는데,Adjective,1,6
있었는데,Adjective,8,2
있었는데,Adjective,10,5
있었는지,Adjective,6,1
있었는지는,Adjective,8,1
있었는지도,Adjective,10,1
있었다,Adjective,1,2
있었다,Adjective,6,1
있었다,Adjective,7,2
있었다,Adjective,8,4
있었다,Adjective,9,5
있었다,Adjective,10,9
있었다고,Adjective,8,2
있었다는,Adjective,10,1
있었다만,Adjective,10,1
있었다면,Adjective,1,1
있었다면,Adjective,7,1
있었던,Adjective,7,1
있었던,Adjective,8,1
있었던,Adjective,9,3
있었던,Adjective,10,9
있었던가,Adjective,10,2
있었던거,Adjective,8,1
있었던거,Adjective,10,3
있었던거냐,Adjective,1,1
있었습니다,Adjective,1,1
있었습니다,Adjective,10,4
있었습니다만,Adjective,8,1
있었어여,Adjective,8,1
있었어여,Adjective,10,1
있었어요,Adjective,8,1
있었어요,Adjective,9,3
있었어요,Adjective,10,2
있었어용,Adjective,10,2
있었으나,Adjective,7,1
있었으나,Adjective,8,2
있었으나,Adjective,9,1
있었으면,Adjective,1,3
있었으면,Adjective,7,2
있었으면,Adjective,10,4
있었을,Adjective,10,1
있었을까,Adjective,10,1
있었을듯,Adjective,7,1
있었을텐데,Adjective,1,1
있었을텐데,Adjective,10,1
있었음,Adjective,2,1
있었음,Adjective,7,1
있었음,Adjective,8,2
있었음,Adjective,10,10
있었지만,Adjective,1,1
있었지만,Adjective,6,2
있었지만,Adjective,8,3
있었지만,Adjective,9,3
있었지만,Adjective,10,8
있으,Adjective,6,1
있으,Adjective,8,1
있으,Adjective,10,1
있으나,Adjective,1,1
있으나,Adjective,5,1
있으니,Adjective,1,1
있으니,Adjective,7,1
있으니,Adjective,10,1
있으며,Adjective,9,1
있으면,Adjective,1,10
있으면,Adjective,8,1
있으면,Adjective,9,1
있으면,Adjective,10,4
있으면서,Adjective,1,1
있으면서,Adjective,9,1
있으면서,Adjective,10,1
있으세요,Adjective,1,1
있으셨나,Adjective,10,1
있으시면,Adjective,10,1
있으신,Adjective,1,1
있을,Adjective,1,1
있을,Adjective,2,1
있을,Adjective,3,2
있을,Adjective,6,2
있을,Adjective,8,1
있을,Adjective,10,12
있을거,Adjective,9,1
있을거,Adjective,10,3
있을것,Adjective,10,1
있을게,Adjective,9,1
있을게요,Adjective,10,1
있을까,Adjective,1,9
있을까,Adjective,7,2
있을까,Adjective,8,1
있을까,Adjective,9,2
있을까,Adjective,10,4
있을까봐,Adjective,1,1
있을까요,Adjective,1,3
있을까요,Adjective,10,2
있을듯,Adjective,9,1
있을듯,Adjective,10,2
있을수,Adjective,1,1
있을수,Adjective,10,1
있을수도,Adjective,8,1
있을줄,Adjective,1,1
있을줄,Adjective,6,1
있을줄,Adjective,7,1
있을지,Adjective,10,1
있을쭐,Noun,10,1
있음,Adjective,1,7
있음,Adjective,4,1
있음,Adjective,5,1
있음,Adjective,6,1
있음,Adjective,7,1
있음,Adjective,8,3
있음,Adjective,9,4
있음,Adjective,10,14
있자니,Adjective,10,1
있죠,Adjective,8,1
있지,Adjective,1,8
있지,Adjective,4,1
있지,Adjective,6,1
있지,Adjective,8,2
있지,Adjective,10,6
있지는,Adjective,1,1
있지는,Adjective,8,1
있지도,Adjective,10,1
있지만,Adjective,1,1
있지만,Adjective,3,1
있지만,Adjective,5,1
있지만,Adjective,6,1
있지만,Adjective,7,1
있지만,Adjective,8,6
있지만,Adjective,10,11
잉,Noun,1,2
잉,Noun,6,1
잉,Noun,7,1
잉,Noun,9,1
잉,Noun,10,5
잊,Verb,4,1
잊,Verb,10,1
잊게,Verb,1,1
잊고,Verb,9,1
잊고,Verb,10,1
잊어,Verb,10,4
잊어서,Verb,10,1
잊을,Verb,8,2
잊을,Verb,9,1
잊을,Verb,10,7
잊을만,Verb,8,1
잊을수가,Verb,10,2
잊지,Verb,7,1
잊지,Verb,8,1
잊지,Verb,9,1
잊지,Verb,10,11
잊지못,Verb,10,1
잊질못하고있어요,Verb,10,1
잊혀져가는,Verb,7,1
잊혀지면,Verb,10,1
잊혀지지,Verb,8,1
잊혀지지,Verb,9,1
잊혀지지,Verb,10,7
잊혀지질,Verb,9,1
잊혀지질,Verb,10,1
잊혀진,Verb,8,1
잊혀짐,Verb,10,1
잊히지,Verb,10,1
잏었으,Noun,6,1
자,Noun,1,20
자,Noun,4,3
자,Noun,7,1
자,Noun,8,5
자,Noun,9,1
자,Noun,10,12
자,Suffix,1,16
자,Suffix,4,2
자,Suffix,5,1
자,Suffix,6,1
자,Suffix,8,2
자,Suffix,9,1
자,Suffix,10,8
자가,Noun,1,6
자겠구만,Verb,1,1
자격,Noun,1,4
자격,Noun,8,1
자격,Noun,10,1
자고,Noun,1,3
자고,Noun,5,1
자괴,Noun,1,2
자괴,Noun,6,1
자국,Noun,5,1
자극,Noun,1,5
자극,Noun,3,1
자극,Noun,5,1
자극,Noun,6,2
자극,Noun,8,1
자극,Noun,10,9
자금,Noun,1,1
자기,Noun,1,26
자기,Noun,2,2
자기,Noun,3,2
자기,Noun,5,1
자기,Noun,7,2
자기,Noun,8,6
자기,Noun,9,5
자기,Noun,10,20
자기만족,Noun,6,1
자기야,Noun,10,2
자꾸,Noun,1,1
자꾸,Noun,4,1
자꾸,Noun,5,1
자꾸,Noun,6,1
자꾸,Noun,7,1
자꾸,Noun,8,3
자꾸,Noun,9,4
자꾸,Noun,10,18
자꾸만,Noun,3,1
자꾸만,Noun,8,1
자네요,Verb,9,1
자녀,Noun,1,1
자녀,Noun,6,1
자다,Verb,5,3
자동,Noun,10,2
자라는데,Verb,10,1
자라서,Verb,10,1
자라아자,Verb,1,1
자란,Verb,7,1
자랑,Noun,1,2
자랑,Noun,10,1
자랑스런,Adjective,10,2
자랑스럽네요,Adjective,10,1
자로,Noun,1,1
자로,Noun,10,1
자루,Noun,1,1
자른,Verb,10,1
자리,Noun,1,1
자리,Noun,2,1
자리,Noun,10,6
자리,Suffix,1,1
자리매,Adjective,10,2
자마자,Noun,1,2
자마자,Noun,7,1
자마자,Noun,8,1
자마자,Noun,10,1
자만,Noun,1,1
자미,Noun,10,2
자밌,Noun,10,1
자반,Noun,5,1
자본,Noun,1,1
자부,Noun,1,1
자비,Noun,1,2
자비,Noun,8,1
자비,Noun,9,1
자비,Noun,10,1
자비로,Adjective,1,1
자빠졋,Noun,9,1
자빠졌네,Verb,1,1
자빠졌네,Verb,5,1
자빠졌네,Verb,10,1
자빠진,Verb,4,1
자살,Noun,1,1
자살,Noun,10,2
자서전,Noun,1,1
자세,Noun,10,1
자세한,Adjective,1,1
자세히,Adjective,1,1
자세히,Adjective,10,2
자수,Noun,10,1
자숙,Noun,1,2
자식,Noun,2,2
자식,Noun,3,1
자신,Noun,1,20
자신,Noun,6,2
자신,Noun,7,2
자신,Noun,8,2
자신,Noun,9,1
자신,Noun,10,10
자신감,Noun,10,1
자신있게,Verb,1,1
자신있게,Verb,10,2
자씨,Noun,9,1
자아,Noun,1,1
자아도취,Noun,6,1
자업자득,Noun,1,1
자연,Noun,1,1
자연,Noun,5,1
자연,Noun,8,1
자연,Noun,9,2
자연,Noun,10,1
자연스러,Adjective,1,1
자연스러운,Adjective,9,1
자연스러워서,Adjective,8,1
자연스러웠고,Adjective,9,1
자연스런,Adjective,10,1
자연스레,Adverb,9,1
자유,Noun,1,5
자유,Noun,8,3
자유,Noun,9,1
자유,Noun,10,8
자유도,Noun,10,1
자유롭게,Adjective,5,1
자음,Noun,10,1
자의,Noun,1,5
자의,Noun,10,1
자의식,Noun,1,1
자임,Noun,1,1
자작,Noun,8,1
자장가,Noun,1,1
자재,Noun,8,1
자정,Noun,1,1
자정작용,Noun,1,1
자제,Noun,1,1
자제,Noun,8,1
자주,Noun,1,2
자주,Noun,5,1
자주,Noun,7,1
자주,Noun,8,1
자주,Noun,9,1
자중,Noun,1,2
자질,Noun,1,8
자채,Noun,10,1
자체,Noun,1,48
자체,Noun,2,5
자체,Noun,3,4
자체,Noun,4,4
자체,Noun,5,9
자체,Noun,6,10
자체,Noun,7,21
자체,Noun,8,35
자체,Noun,9,29
자체,Noun,10,137
자초지종,Noun,10,1
자충수,Noun,10,1
자칫,Noun,10,1
자칫하면,Noun,10,1
자칭,Noun,10,1
자판,Noun,10,2
자폭,Noun,9,1
자하,Noun,1,1
자하,Noun,5,1
자하,Noun,10,1
작,Modifier,1,16
작,Modifier,5,1
작,Modifier,6,4
작,Modifier,8,1
작,Modifier,9,1
작,Modifier,10,13
작,Noun,1,3
작,Noun,3,1
작,Noun,5,1
작,Noun,6,2
작,Noun,8,1
작,Noun,9,2
작,Noun,10,16
작가,Noun,1,2
작가,Noun,2,1
작가,Noun,7,1
작가,Noun,8,3
작가,Noun,9,1
작가,Noun,10,2
작고,Noun,1,1
작고,Noun,6,1
작곡,Noun,10,1
작다,Adjective,5,1
작도,Noun,1,1
작렬,Noun,7,1
작법,Noun,10,1
작살,Noun,10,1
작성,Noun,1,1
작성,Noun,10,4
작아,Adjective,1,1
작아서,Adjective,6,1
작어,Adjective,2,1
작업,Noun,1,2
작업,Noun,7,1
작용,Noun,10,1
작위,Noun,1,3
작은,Adjective,9,1
작은,Adjective,10,3
작이네요,Adjective,1,1
작이었다,Adjective,10,1
작이었음,Adjective,4,1
작인듯,Adjective,9,1
작일,Noun,1,1
작자,Noun,1,4
작자,Noun,10,1
작자구만,Adjective,1,1
작작하,Adjective,10,1
작작하세요,Adjective,10,1
작작하셈,Adjective,10,1
작작해라,Adjective,10,1
작정,Noun,5,1
작품,Noun,1,102
작품,Noun,2,3
작품,Noun,3,2
작품,Noun,4,2
작품,Noun,5,2
작품,Noun,6,6
작품,Noun,7,15
작품,Noun,8,16
작품,Noun,9,24
작품,Noun,10,174
작품하나,Noun,9,1
잔,Noun,2,1
잔,Noun,5,2
잔,Noun,6,1
잔,Noun,10,2
잔뜩,Noun,1,4
잔뜩,Noun,2,1
잔뜩,Noun,3,2
잔뜩,Noun,5,1
잔뜩,Noun,6,3
잔뜩,Noun,8,1
잔뜩,Noun,9,1
잔뜩,Noun,10,1
잔뼈,Noun,6,2
잔소리,Noun,1,1
잔소리,Noun,8,1
잔소리,Noun,10,1
잔인,Noun,1,1
잔인,Noun,7,1
잔인,Noun,8,3
잔인,Noun,10,2
잔인성,Noun,2,1
잔인하,Adjective,1,1
잔인하,Adjective,7,1
잔인하게,Adjective,1,2
잔인하게,Adjective,2,1
잔인하고,Adjective,1,2
잔인하고,Adjective,2,1
잔인하고,Adjective,3,1
잔인하고,Adjective,4,1
잔인하고,Adjective,6,1
잔인하고,Adjective,7,1
잔인하고,Adjective,8,1
잔인하고,Adjective,10,4
잔인하기만,Adjective,1,1
잔인하긴,Adjective,8,1
잔인하긴,Adjective,9,2
잔인하긴,Adjective,10,2
잔인하긴한데,Adjective,10,2
잔인하긴해,Adjective,9,1
잔인하다,Adjective,8,1
잔인하다,Adjective,9,2
잔인하단,Adjective,1,1
잔인하면서,Adjective,9,1
잔인하지,Adjective,6,1
잔인하지,Adjective,7,1
잔인하지,Adjective,9,2
잔인하지,Adjective,10,1
잔인하지도,Adjective,1,1
잔인하지만,Adjective,10,3
잔인한,Adjective,1,3
잔인한,Adjective,2,1
잔인한,Adjective,3,1
잔인한,Adjective,5,3
잔인한,Adjective,6,5
잔인한,Adjective,7,3
잔인한,Adjective,8,5
잔인한,Adjective,9,4
잔인한,Adjective,10,15
잔인한거랑,Adjective,1,1
잔인한거지,Adjective,8,1
잔인한거지,Adjective,10,1
잔인할까봐,Adjective,9,1
잔인할까봐,Adjective,10,1
잔인함,Noun,1,2
잔인함,Noun,2,1
잔인함,Noun,6,1
잔인함,Noun,7,2
잔인함,Noun,8,2
잔인함,Noun,9,2
잔인함,Noun,10,1
잔인해,Adjective,1,1
잔인해,Adjective,10,1
잔인해도,Adjective,8,1
잔인해도,Adjective,9,1
잔인해서,Adjective,1,1
잔인해서,Adjective,8,1
잔인해요,Adjective,7,1
잔인해요,Adjective,8,1
잔인했다,Adjective,10,1
잔인했던,Adjective,5,1
잔인했던,Adjective,10,1
잔인했어요,Adjective,1,1
잔잔한,Adjective,6,1
잔잔한듯,Adjective,10,1
잔전,Verb,10,1
잔치,Noun,1,1
잔치,Noun,6,1
잔치,Noun,10,2
잔혹하고,Adjective,8,1
잔혹한,Adjective,9,1
잔흑,Noun,8,1
잖냐,Verb,10,1
잖아,Verb,2,1
잖아,Verb,10,1
잘,Verb,1,53
잘,Verb,2,5
잘,Verb,3,3
잘,Verb,4,8
잘,Verb,5,7
잘,Verb,6,14
잘,Verb,7,21
잘,Verb,8,64
잘,Verb,9,68
잘,Verb,10,300
잘,VerbPrefix,1,80
잘,VerbPrefix,2,4
잘,VerbPrefix,3,5
잘,VerbPrefix,4,3
잘,VerbPrefix,5,5
잘,VerbPrefix,6,19
잘,VerbPrefix,7,23
잘,VerbPrefix,8,98
잘,VerbPrefix,9,80
잘,VerbPrefix,10,392
잘가,Verb,1,4
잘꼬아,Noun,9,1
잘나,Adjective,10,1
잘나가는,Verb,1,1
잘나가다가,Verb,7,1
잘나갔는데,Verb,7,1
잘나고,Adjective,10,1
잘나신,Adjective,1,1
잘나온듯,Verb,10,1
잘나왔구만,Verb,10,1
잘나왔네,Verb,10,1
잘나왔다,Verb,10,1
잘나왔습니다,Verb,10,1
잘나왔을,Verb,1,1
잘난,Adjective,6,1
잘난,Adjective,9,1
잘데기,Verb,10,1
잘도,Verb,1,3
잘되,Verb,1,1
잘랐으면,Verb,4,1
잘러,Verb,10,2
잘만,Noun,1,6
잘만,Noun,5,2
잘만,Noun,6,1
잘만,Noun,7,3
잘만,Noun,8,17
잘만,Noun,9,21
잘만,Noun,10,63
잘맞고,Adjective,10,1
잘맞는,Adjective,9,1
잘맞아,Adjective,10,1
잘맞을지,Adjective,10,1
잘몬한건,Noun,7,1
잘못,Noun,1,11
잘못,Noun,6,1
잘못,Noun,8,7
잘못,Noun,9,2
잘못,Noun,10,25
잘못인줄,Verb,7,1
잘밨읍니,Noun,6,1
잘버무린,Noun,10,1
잘봣슴다,Noun,8,1
잘봣어,Noun,10,1
잘봣음,Noun,8,1
잘빠져서,Verb,10,1
잘빠졌다,Verb,10,1
잘빠진,Verb,7,1
잘빠진,Verb,9,4
잘빠진,Verb,10,4
잘뽑아,Verb,10,1
잘뽑았고,Verb,9,1
잘뽑음,Verb,10,1
잘생겨,Adjective,6,1
잘생겨,Adjective,8,1
잘생겨서,Adjective,3,1
잘생겨서,Adjective,6,1
잘생겨서,Adjective,8,1
잘생겨서,Adjective,9,1
잘생겨서,Adjective,10,3
잘생겼,Adjective,10,1
잘생겼고,Adjective,9,1
잘생겼구,Adjective,10,1
잘생겼다,Adjective,10,3
잘생겼다는거,Adjective,2,1
잘생겼어,Adjective,10,3
잘생겼어요,Adjective,8,1
잘생겼어요,Adjective,10,1
잘생겼었,Adjective,9,1
잘생겼었나,Adjective,10,2
잘생겼었나요,Adjective,10,1
잘생겼음,Adjective,10,2
잘생기고,Adjective,5,1
잘생기고,Adjective,8,3
잘생기긴,Adjective,10,1
잘생기셨고,Adjective,9,1
잘생긴,Adjective,8,1
잘생긴,Adjective,9,1
잘생긴,Adjective,10,2
잘생긴거야,Adjective,7,1
잘생긴것만,Adjective,3,1
잘생긴데다,Adjective,10,1
잘생긴줄,Adjective,8,1
잘생김,Adjective,2,1
잘생김,Adjective,3,2
잘생김,Adjective,6,1
잘생김,Adjective,9,2
잘생김,Adjective,10,3
잘생김에,Adjective,10,1
잘소,Verb,10,3
잘썼어,Verb,10,1
잘쓰고,Verb,10,1
잘쓰잘,Verb,1,1
잘쓴다,Verb,10,1
잘씀,Verb,10,1
잘알겠는데요,Verb,10,1
잘알인데,Verb,10,1
잘알지못,Verb,10,1
잘어울,Verb,10,1
잘오,Verb,6,1
잘이해,Verb,5,1
잘줫,Noun,1,1
잘지은,Verb,7,1
잘하,Verb,9,1
잘하,Verb,10,3
잘하고,Verb,1,2
잘하고,Verb,8,4
잘하고,Verb,9,2
잘하고,Verb,10,4
잘하내,Verb,8,1
잘하네,Verb,7,1
잘하네요,Verb,8,1
잘하네요,Verb,9,1
잘하네요,Verb,10,2
잘하는구나,Verb,8,1
잘하더라,Verb,9,1
잘하더라고요,Verb,7,1
잘하세여,Verb,10,1
잘하세요,Verb,10,1
잘하시니깐,Verb,8,1
잘한,Verb,1,2
잘한,Verb,10,7
잘해,Verb,8,1
잘해,Verb,10,3
잘해야,Noun,1,1
잘해주니,Verb,9,1
잘해주시구,Verb,8,1
잘해주었,Verb,9,1
잘했넹,Noun,10,1
잛,Noun,10,1
잠,Noun,1,5
잠,Noun,3,1
잠,Noun,5,1
잠,Noun,9,1
잠,Noun,10,2
잠깐,Noun,9,2
잠깐,Noun,10,4
잠든건,Verb,1,1
잠들기,Verb,1,2
잠들려고,Verb,10,1
잠들어,Verb,1,1
잠들어서,Verb,10,1
잠들엇다,Verb,2,1
잠들었,Verb,7,1
잠복,Noun,2,1
잠복,Noun,10,1
잠시,Noun,1,1
잠시,Noun,9,1
잠시,Noun,10,2
잠안와,Verb,1,1
잠을자,Verb,10,2
잠입,Noun,1,2
잠입,Noun,4,1
잠입,Noun,5,1
잠입,Noun,6,4
잠입,Noun,7,2
잠입,Noun,8,2
잠입,Noun,9,1
잠입,Noun,10,3
잠잼,Noun,10,1
잡,Noun,1,1
잡,Noun,5,1
잡,Noun,6,1
잡,Noun,9,3
잡,Noun,10,3
잡것,Noun,1,1
잡고,Noun,1,2
잡고,Noun,5,1
잡고,Noun,9,2
잡네,Verb,5,1
잡네,Verb,8,1
잡는,Verb,1,4
잡는,Verb,5,2
잡는,Verb,6,1
잡는,Verb,10,4
잡는다,Verb,1,1
잡는다는,Verb,2,1
잡다,Verb,1,2
잡다가,Verb,4,1
잡더니,Verb,10,1
잡듯,Verb,9,1
잡수셔,Verb,1,1
잡수셨다,Verb,1,1
잡수시니,Verb,4,1
잡숴,Verb,8,1
잡아,Verb,1,1
잡아,Verb,7,1
잡아,Verb,8,1
잡아먹었다,Verb,7,1
잡아서,Verb,10,2
잡아주는,Verb,10,1
잡앗다고,Verb,10,1
잡았다는,Verb,7,1
잡았어요,Verb,7,1
잡으나,Verb,7,1
잡으면,Verb,10,1
잡으시길,Verb,7,1
잡은,Verb,2,2
잡은,Verb,10,5
잡을만큼,Verb,7,1
잡을수,Verb,10,2
잡입,Noun,7,1
잡지,Noun,9,1
잡초,Noun,9,1
잡치네요,Verb,1,1
잡탕,Noun,1,4
잡탕,Noun,3,1
잡탕,Noun,4,3
잡탕,Noun,5,1
잡탕,Noun,6,1
잡탕,Noun,7,3
잡탕,Noun,10,1
잡히면,Verb,8,1
잡힐만,Verb,10,1
잣,Noun,1,1
잣,Noun,10,1
잤,Verb,1,1
잤다,Verb,1,1
잤죠,Verb,8,1
장,Noun,1,3
장,Noun,4,1
장,Noun,6,4
장,Noun,7,1
장,Noun,9,1
장,Noun,10,3
장,Suffix,1,8
장,Suffix,2,1
장,Suffix,3,2
장,Suffix,4,1
장,Suffix,5,3
장,Suffix,6,4
장,Suffix,7,4
장,Suffix,8,7
장,Suffix,9,4
장,Suffix,10,9
장가,Noun,1,2
장가,Noun,5,1
장가,Noun,8,2
장가,Noun,9,1
장각,Noun,1,1
장관,Noun,10,1
장국영,Noun,10,1
장그레,Noun,8,1
장기,Noun,4,1
장난,Noun,1,10
장난,Noun,4,2
장난,Noun,6,2
장난,Noun,8,5
장난,Noun,9,4
장난,Noun,10,36
장난없네요,Adjective,10,2
장난없던데,Adjective,1,1
장난없어요,Adjective,7,1
장난없음,Adjective,10,1
장년,Noun,10,2
장농속,Noun,2,1
장님,Noun,10,3
장단,Noun,8,1
장담,Noun,1,1
장담,Noun,10,1
장땡,Noun,3,1
장땡,Noun,10,1
장례,Noun,9,1
장르,Noun,1,10
장르,Noun,2,3
장르,Noun,3,1
장르,Noun,4,1
장르,Noun,7,5
장르,Noun,8,6
장르,Noun,9,12
장르,Noun,10,47
장면,Noun,1,14
장면,Noun,2,2
장면,Noun,3,4
장면,Noun,4,7
장면,Noun,5,7
장면,Noun,6,13
장면,Noun,7,5
장면,Noun,8,30
장면,Noun,9,24
장면,Noun,10,87
장본인,Noun,1,2
장사치,Noun,8,1
장선,Noun,1,1
장소,Noun,5,1
장소,Noun,10,1
장식,Noun,10,1
장악,Noun,10,2
장이,Suffix,1,2
장이,Suffix,4,2
장이,Suffix,6,1
장이,Suffix,9,1
장이,Suffix,10,3
장인,Noun,1,2
장인,Noun,9,1
장인,Noun,10,1
장점,Noun,6,1
장점,Noun,8,1
장점,Noun,9,1
장점,Noun,10,4
장창,Noun,1,1
장치,Noun,2,1
장치,Noun,5,1
장치,Noun,7,1
장치,Noun,9,1
장치,Noun,10,6
장통,Noun,1,1
장하네,Adjective,10,1
잦,Verb,2,1
잦다,Verb,4,1
재,Noun,1,2
재,Noun,4,1
재,Noun,7,5
재,Noun,8,9
재,Noun,9,12
재,Noun,10,60
재개,Noun,9,1
재개,Noun,10,1
재고,Noun,8,1
재기,Noun,1,2
재기,Noun,6,1
재기,Noun,7,1
재기,Noun,9,3
재기,Noun,10,6
재기있다,Verb,8,1
재끼,Noun,10,2
재능,Noun,1,1
재능,Noun,5,2
재능,Noun,7,1
재능,Noun,8,1
재능,Noun,9,2
재능,Noun,10,9
재료,Noun,1,3
재료,Noun,5,1
재료,Noun,8,1
재림,Noun,1,1
재미,Noun,1,81
재미,Noun,2,2
재미,Noun,3,5
재미,Noun,4,5
재미,Noun,5,10
재미,Noun,6,6
재미,Noun,7,15
재미,Noun,8,33
재미,Noun,9,25
재미,Noun,10,111
재미나,Noun,8,1
재미나,Noun,9,5
재미나,Noun,10,8
재미드릅,Noun,1,1
재미없,Adjective,1,2
재미없,Adjective,2,2
재미없,Adjective,4,1
재미없,Adjective,10,1
재미없게,Adjective,1,1
재미없고,Adjective,1,4
재미없나,Adjective,1,2
재미없네,Adjective,1,5
재미없네요,Adjective,1,7
재미없네요,Adjective,4,1
재미없느냐,Adjective,1,1
재미없는,Adjective,1,7
재미없는,Adjective,4,1
재미없는,Adjective,5,1
재미없는,Adjective,8,1
재미없는,Adjective,9,2
재미없는거냐,Adjective,10,1
재미없는걸,Adjective,2,1
재미없는게,Adjective,1,1
재미없는데,Adjective,1,1
재미없는줄,Adjective,8,1
재미없는지,Adjective,5,1
재미없다,Adjective,1,15
재미없다,Adjective,2,2
재미없다,Adjective,3,1
재미없다,Adjective,4,1
재미없다,Adjective,5,1
재미없다,Adjective,6,1
재미없다,Adjective,10,2
재미없다고,Adjective,1,2
재미없다고,Adjective,8,1
재미없다고,Adjective,9,1
재미없다고,Adjective,10,4
재미없다구,Adjective,1,1
재미없다는,Adjective,1,1
재미없다는,Adjective,10,2
재미없다라,Adjective,5,1
재미없다면,Adjective,10,1
재미없답니다,Adjective,6,1
재미없더군요,Adjective,1,1
재미없던데,Adjective,2,1
재미없던데요,Adjective,2,1
재미없습니다,Adjective,1,7
재미없습니다,Adjective,4,1
재미없어,Adjective,1,9
재미없어,Adjective,2,1
재미없어,Adjective,3,1
재미없어서,Adjective,1,4
재미없어서,Adjective,4,1
재미없어서,Adjective,10,2
재미없어여,Adjective,1,1
재미없어요,Adjective,1,26
재미없어요,Adjective,2,1
재미없어요,Adjective,3,1
재미없었고,Adjective,2,1
재미없었나,Adjective,10,1
재미없었네요,Adjective,2,1
재미없었다,Adjective,1,1
재미없었습니다,Adjective,1,1
재미없었어,Adjective,3,1
재미없었어요,Adjective,1,1
재미없었음,Adjective,1,3
재미없었음,Adjective,7,1
재미없을,Adjective,1,2
재미없을,Adjective,10,1
재미없을거,Adjective,9,1
재미없을줄,Adjective,10,1
재미없음,Adjective,1,33
재미없음,Adjective,3,1
재미없음,Adjective,4,1
재미없지도,Adjective,4,1
재미없지도,Adjective,5,1
재미없지도,Adjective,7,2
재미없지도,Adjective,8,1
재미없진,Adjective,6,1
재미없진,Adjective,8,1
재미잇엇어,Noun,8,1
재미잇엇으,Noun,9,1
재미있,Adjective,10,1
재미있게,Adjective,1,2
재미있게,Adjective,6,6
재미있게,Adjective,7,1
재미있게,Adjective,8,12
재미있게,Adjective,9,15
재미있게,Adjective,10,54
재미있고,Adjective,6,1
재미있고,Adjective,8,1
재미있고,Adjective,10,6
재미있구먼,Adjective,10,1
재미있기,Adjective,7,1
재미있긴,Adjective,8,1
재미있네,Adjective,9,3
재미있네,Adjective,10,3
재미있네요,Adjective,1,1
재미있네요,Adjective,9,2
재미있네요,Adjective,10,11
재미있느냐,Adjective,1,1
재미있는,Adjective,4,1
재미있는,Adjective,7,1
재미있는,Adjective,8,3
재미있는,Adjective,9,4
재미있는,Adjective,10,11
재미있는거,Adjective,10,1
재미있는건,Adjective,8,1
재미있는게,Adjective,10,1
재미있는데,Adjective,6,1
재미있는데,Adjective,8,2
재미있는데,Adjective,9,4
재미있는데,Adjective,10,6
재미있는데요,Adjective,10,1
재미있는듯,Adjective,10,1
재미있는지는,Adjective,6,1
재미있다,Adjective,1,1
재미있다,Adjective,7,3
재미있다,Adjective,8,3
재미있다,Adjective,9,4
재미있다,Adjective,10,13
재미있다고,Adjective,1,1
재미있다하더라도,Adjective,10,1
재미있더구만,Adjective,10,1
재미있던,Adjective,1,1
재미있던데요,Adjective,1,1
재미있던데요,Adjective,10,1
재미있습니다,Adjective,8,3
재미있습니다,Adjective,10,8
재미있어,Adjective,1,2
재미있어,Adjective,8,1
재미있어서,Adjective,7,1
재미있어서,Adjective,8,1
재미있어서,Adjective,10,3
