형태소,품사,분류,카운트
안타까울,Adjective,1,1
안타깝게도,Adjective,1,1
안타깝게도,Adjective,3,1
안타깝고,Adjective,9,1
안타깝네,Adjective,1,1
안타깝네요,Adjective,1,1
안타깝네요,Adjective,10,1
안타깝다,Adjective,1,4
안타깝다,Adjective,8,1
안타깝다,Adjective,10,1
안타깝지만,Adjective,6,1
안타깝지만,Adjective,10,1
안함,Noun,1,1
안해,Noun,1,1
안해,Noun,8,1
앉,Verb,1,1
앉는,Verb,10,1
앉아,Verb,1,2
앉아,Verb,2,1
앉아있던,Verb,9,1
앉자마자,Verb,1,1
않,Verb,1,3
않,Verb,8,1
않게,Verb,1,1
않게,Verb,4,1
않게,Verb,7,1
않게,Verb,8,2
않게,Verb,10,4
않겠나,Verb,7,1
않겠지,Verb,10,1
않겠지만,Verb,1,1
않고,Verb,2,3
않고,Verb,6,2
않고,Verb,8,2
않고,Verb,9,4
않고,Verb,10,12
않고는,Verb,10,1
않기를,Verb,10,1
않길,Verb,1,1
않길,Verb,7,1
않나,Verb,1,2
않나,Verb,2,1
않나,Verb,7,1
않나,Verb,8,1
않나,Verb,9,1
않나,Verb,10,1
않나요,Verb,10,1
않냐,Verb,1,1
않냐,Verb,10,1
않네,Verb,8,1
않네,Verb,10,1
않네요,Verb,9,1
않네요,Verb,10,3
않는,Verb,1,4
않는,Verb,6,2
않는,Verb,7,4
않는,Verb,8,5
않는,Verb,9,1
않는,Verb,10,4
않는가,Verb,9,1
않는가,Verb,10,1
않는다,Verb,1,4
않는다,Verb,4,1
않는다,Verb,7,1
않는다,Verb,8,4
않는다,Verb,9,2
않는다,Verb,10,3
않는데,Verb,10,1
않는지,Verb,10,1
않다,Verb,1,6
않다,Verb,3,1
않다,Verb,4,1
않다,Verb,7,2
않다,Verb,8,2
않다,Verb,9,3
않다,Verb,10,5
않다는,Verb,1,1
않다는,Verb,9,2
않다라는,Verb,8,1
않더냐,Verb,1,1
않더라고,Verb,9,1
않던,Verb,1,1
않도라도,Verb,10,1
않습니다,Verb,7,1
않습니다,Verb,10,1
않아,Verb,1,2
않아,Verb,8,1
않아,Verb,10,1
않아도,Verb,1,2
않아도,Verb,5,1
않아도,Verb,10,2
않아서,Verb,1,1
않아서,Verb,3,1
않아서,Verb,10,1
않아요,Verb,1,1
않아요,Verb,7,1
않았고,Verb,7,1
않았고,Verb,8,1
않았고,Verb,10,1
않았나,Verb,8,1
않았나,Verb,9,1
않았네요,Verb,10,1
않았는데,Verb,1,2
않았다,Verb,1,1
않았다,Verb,6,1
않았다,Verb,8,3
않았다,Verb,10,1
않았다고,Verb,7,1
않았다는,Verb,7,1
않았다는,Verb,8,1
않았다면,Verb,7,1
않았다면,Verb,9,1
않았답니다,Verb,1,1
않았더라면,Verb,8,1
않았던,Verb,3,1
않았던,Verb,6,1
않았던,Verb,8,1
않았던,Verb,10,2
않았습니다,Verb,7,1
않았습니다,Verb,10,2
않았어도,Verb,9,1
않았어요,Verb,7,1
않았어요,Verb,9,1
않았었는데,Verb,7,1
않았으면,Verb,1,1
않았으면,Verb,8,1
않았으면,Verb,10,1
않았을까,Verb,6,1
않았을까,Verb,9,1
않았을텐데,Verb,8,1
않았음,Verb,10,1
않았지만,Verb,1,1
않았지만,Verb,7,1
않으려고,Verb,9,1
않으리라,Verb,1,1
않으며,Verb,5,1
않으면,Verb,1,1
않으면서,Verb,1,1
않으면서,Verb,3,1
않으면서,Verb,10,2
않으세요,Verb,1,1
않은,Verb,1,6
않은,Verb,2,1
않은,Verb,6,2
않은,Verb,7,2
않은,Verb,8,5
않은,Verb,9,9
않은,Verb,10,14
않은가,Verb,8,1
않은가,Verb,9,1
않은가,Verb,10,2
않은거지만,Verb,8,1
않은것,Verb,1,1
않은게,Verb,10,1
않은데도,Verb,8,1
않을,Verb,1,1
않을,Verb,4,1
않을,Verb,8,2
않을,Verb,9,1
않을,Verb,10,2
않을가,Verb,1,1
않을까,Verb,1,1
않을까,Verb,9,1
않을까,Verb,10,2
않을까요,Verb,1,1
않을듯,Verb,10,1
않을런,Noun,2,1
않을수,Verb,10,1
않음,Verb,1,2
않음,Verb,8,2
않이,Verb,8,1
않지만,Verb,7,1
않지만,Verb,8,1
않지만,Verb,9,2
않지만,Verb,10,3
알,Noun,1,9
알,Noun,2,3
알,Noun,3,1
알,Noun,4,1
알,Noun,5,2
알,Noun,6,4
알,Noun,7,5
알,Noun,8,8
알,Noun,9,8
알,Noun,10,10
알것,Verb,6,1
알것,Verb,7,2
알것,Verb,8,2
알것,Verb,9,1
알것,Verb,10,1
알겟,Verb,8,1
알겟냐,Verb,1,1
알겠네요,Verb,8,1
알겠는,Verb,7,1
알겠는데,Verb,1,2
알겠는데,Verb,7,1
알겠다,Verb,8,2
알겠다,Verb,10,4
알겠다는,Verb,9,1
알겠어,Verb,10,1
알겠어요,Verb,1,1
알겠으나,Verb,1,1
알겠으나,Verb,5,1
알겠으나,Verb,6,1
알겠음,Verb,10,1
알겠지,Verb,1,2
알겠지만,Verb,1,1
알겠지만,Verb,3,1
알겠지만,Verb,5,1
알겠지만,Verb,6,2
알겠지만,Verb,7,1
알고나,Verb,1,1
알고싶어서,Verb,6,1
알고싶지도,Verb,2,1
알고있었을것이다,Verb,7,1
알기,Verb,9,1
알길,Verb,1,1
알듯,Verb,9,1
알듯,Verb,10,1
알때,Noun,8,1
알량한,Adjective,1,1
알렌,Noun,8,1
알려,Verb,10,1
알려주는,Verb,8,1
알려주는,Verb,9,1
알려진,Verb,1,2
알리셨네요,Verb,1,1
알린다,Verb,1,1
알맹이,Noun,8,1
알면서,Verb,1,1
알면서도,Verb,7,1
알면서도,Verb,9,1
알몸,Noun,10,1
알못,Verb,10,1
알바,Noun,1,3
알바,Noun,8,1
알바,Noun,10,1
알바생,Noun,1,1
알반,Noun,1,1
알수,Verb,1,1
알수,Verb,4,1
알수,Verb,6,1
알수,Verb,8,1
알수,Verb,9,1
알수,Verb,10,1
알수있는,Verb,8,1
알수있는,Verb,10,1
알수있다,Verb,7,1
알수있다,Verb,8,1
알수있었다,Verb,9,1
알쏭달쏭,Noun,10,1
알아가다,Verb,7,1
알아가며,Verb,10,1
알아낸다는것은,Verb,8,1
알아라,Verb,1,4
알아봐,Verb,1,1
알아서,Verb,8,1
알아야,Verb,10,1
알아야지,Verb,1,3
알아야지,Verb,9,1
알아주는,Verb,6,1
알아주는,Verb,9,1
알아주든,Verb,10,1
알아차리게,Verb,10,1
알았,Verb,7,1
알았고,Verb,1,1
알았냐,Verb,10,1
알았네,Verb,1,1
알았네요,Verb,10,1
알았는데,Verb,1,4
알았는데,Verb,6,1
알았는데,Verb,7,2
알았는데,Verb,8,1
알았는데,Verb,9,1
알았는데,Verb,10,1
알았다,Verb,1,1
알았다고,Verb,1,1
알았더니,Verb,8,1
알았더라면,Verb,9,1
알았던,Verb,2,1
알았던,Verb,7,1
알았던,Verb,10,1
알았습니다,Verb,10,1
알았어,Verb,1,1
알았으나,Verb,10,1
알았으면,Verb,1,1
알았을꼬,Verb,1,1
알지도,Verb,7,1
알지도,Verb,10,1
알지요,Verb,1,1
알찻던거같다,Noun,9,1
앎,Verb,3,1
앓는,Verb,10,1
암,Noun,4,1
암시,Noun,1,1
암튼,Adverb,2,1
암튼,Adverb,5,1
암튼,Adverb,6,1
암튼,Adverb,9,1
암튼,Adverb,10,2
압,Noun,9,1
압구정,Noun,8,1
압도,Noun,6,1
압도,Noun,7,1
압도,Noun,8,1
압도,Noun,10,1
압박,Noun,1,2
앗아가고,Verb,7,1
앗어요,Verb,9,1
았,Noun,2,1
았,Noun,9,1
앙,Adverb,1,1
앙,Adverb,8,1
앙상블,Noun,9,1
앙칼진,Adjective,9,1
앞,Noun,1,19
앞,Noun,2,1
앞,Noun,3,1
앞,Noun,5,1
앞,Noun,7,2
앞,Noun,8,8
앞,Noun,9,7
앞,Noun,10,7
앞설,Verb,6,1
앞장서서,Verb,1,1
애,Noun,1,6
애,Noun,6,1
애,Noun,8,1
애,Noun,9,2
애,Noun,10,5
애가,Noun,1,1
애가,Noun,8,1
애국,Noun,7,1
애나,Noun,10,1
애드립,Noun,8,1
애뜻,Noun,10,1
애매,Noun,4,2
애매하다,Adjective,4,1
애매한,Adjective,7,1
애매한,Adjective,9,1
애매했습니다,Adjective,5,1
애사,Noun,6,1
애사,Noun,8,1
애썼다,Verb,1,1
애썼으나,Verb,1,1
애쓰는,Verb,1,1
애쓰는,Verb,8,1
애쓰지만,Verb,8,1
애쓴,Verb,1,1
애잔한,Adjective,9,1
애잔한,Adjective,10,1
애절했다,Adjective,10,1
애정,Noun,9,1
애처,Noun,9,1
애처로운,Adjective,10,1
애초,Noun,1,3
애초,Noun,2,1
애초,Noun,10,1
애틋함까지,Adjective,7,1
애틋해서,Adjective,9,1
액션,Noun,9,2
앨리스,Noun,7,1
앵,Adverb,1,1
앵글,Noun,8,1
야,Exclamation,1,1
야,Exclamation,10,2
야,Josa,1,19
야,Josa,2,2
야,Josa,6,3
야,Josa,7,5
야,Josa,8,1
야,Josa,10,4
야동,Noun,1,1
야릇하다,Adjective,9,1
야릇한,Adjective,9,1
야만,Noun,7,1
야만,Noun,10,1
야망,Noun,1,1
야스,Noun,9,1
야하는,Adjective,1,4
야하는,Adjective,6,1
야하니,Adjective,1,1
야하다,Adjective,10,1
야하죠,Adjective,1,1
야하지,Adjective,1,2
야하지도,Adjective,1,1
야한,Adjective,1,1
야한,Adjective,10,1
야한거,Adjective,1,1
야한게,Adjective,10,1
야한다,Adjective,1,2
야한다,Adjective,8,2
야한다,Adjective,10,1
야할,Adjective,7,1
야할,Adjective,10,1
야할것,Adjective,1,1
야할것,Adjective,5,1
야할듯,Adjective,5,1
야할지,Adjective,1,1
야할지,Adjective,6,1
야할지,Adjective,8,1
야함,Adjective,1,2
야함이,Adjective,1,1
야합니다,Adjective,1,1
야호,Noun,10,1
약,Modifier,1,1
약,Noun,9,1
약간,Noun,1,1
약간,Noun,6,3
약간,Noun,7,5
약간,Noun,8,7
약간,Noun,10,1
약속,Noun,8,1
약하는,Adjective,4,1
얄미울,Adjective,9,1
얄팍한,Adjective,1,1
얄팍한,Adjective,10,1
양,Modifier,9,1
양갈래,Noun,10,1
양다리,Noun,10,1
양대,Modifier,1,1
양반,Noun,1,2
양배추,Noun,10,1
양심,Noun,1,6
양심,Noun,2,1
양은,Noun,5,1
양화,Noun,1,1
얕았서,Adjective,6,1
얘,Noun,1,3
얘기,Noun,1,27
얘기,Noun,2,1
얘기,Noun,3,2
얘기,Noun,5,3
얘기,Noun,7,6
얘기,Noun,8,4
얘기,Noun,9,4
얘기,Noun,10,3
얘길,Noun,1,1
얘내,Noun,1,1
어,Eomi,1,2
어,Eomi,7,1
어,Eomi,10,1
어,Noun,5,1
어,Noun,9,1
어,Suffix,1,2
어,Suffix,3,1
어,Suffix,6,1
어,Suffix,7,3
어,Suffix,8,1
어,Suffix,9,2
어,Suffix,10,3
어가,Noun,8,1
어거지,Noun,1,1
어긴것도,Verb,7,1
어김없이,Adverb,9,1
어깨,Noun,9,1
어깨,Noun,10,1
어눌하고,Adjective,4,1
어눌하지만,Adjective,9,1
어느,Adverb,8,1
어느,Adverb,9,2
어느,Adverb,10,1
어느,Modifier,1,3
어느,Modifier,8,3
어느덧,Adjective,10,1
어느새,Adjective,9,1
어느새,Adjective,10,1
어두워지기,Verb,8,1
어둠,Noun,5,1
어디,Noun,1,4
어디,Noun,4,1
어디,Noun,6,1
어디,Noun,10,3
어디가,Noun,1,1
어디서,Adverb,6,1
어디서,Adverb,8,1
어디서,Adverb,10,1
어딘가,Noun,7,1
어딨는지,Verb,6,1
어때서,Adjective,10,1
어때요,Adjective,10,1
어땟는지,Noun,7,1
어땠을까,Adjective,10,1
어떠냐고,Adjective,7,1
어떠냐는,Adjective,1,1
어떠한,Adjective,1,1
어떠한,Adjective,3,1
어떠한,Adjective,10,1
어떡,Noun,10,1
어떡하면,Adjective,1,1
어떡해,Adjective,1,1
어떤,Adjective,1,6
어떤,Adjective,2,2
어떤,Adjective,5,1
어떤,Adjective,7,1
어떤,Adjective,8,8
어떤,Adjective,9,11
어떤,Adjective,10,5
어떤,Modifier,1,2
어떤,Modifier,8,1
어떤,Modifier,9,1
어떤,Modifier,10,3
어떤가,Adjective,8,1
어떤가,Adjective,10,1
어떤게,Adjective,1,2
어떤게,Adjective,9,1
어떨,Adjective,9,1
어떨까,Adjective,1,1
어떨까,Adjective,10,2
어떻,Modifier,1,1
어떻,Modifier,7,1
어떻,Modifier,10,1
어떻게,Adjective,1,11
어떻게,Adjective,2,4
어떻게,Adjective,6,2
어떻게,Adjective,7,2
어떻게,Adjective,8,2
어떻게,Adjective,9,6
어떻게,Adjective,10,9
어떻게는,Adjective,9,1
어떻든,Adverb,1,1
어떻든,Adverb,10,3
어려서,Verb,8,1
어려운,Adjective,1,1
어려운,Adjective,2,1
어려운,Adjective,5,3
어려운,Adjective,7,3
어려운,Adjective,8,4
어려운,Adjective,9,2
어려운,Adjective,10,3
어려운것,Adjective,5,1
어려운길,Adjective,5,1
어려울거,Verb,8,1
어려움,Noun,9,1
어려워,Adjective,1,1
어려워서,Adjective,8,1
어려웠다,Adjective,7,1
어려웠다,Adjective,8,1
어려웠던,Adjective,6,1
어렴풋,Noun,7,1
어렵,Adjective,5,1
어렵게,Adjective,6,1
어렵게,Adjective,8,1
어렵군요,Adjective,9,1
어렵네요,Adjective,8,1
어렵네요,Adjective,9,1
어렵다,Adjective,1,1
어렵다,Adjective,5,1
어렵다,Adjective,6,1
어렵다,Adjective,8,2
어렵다,Adjective,9,1
어렵지만,Adjective,7,1
어렵지만,Adjective,8,1
어렵지만,Adjective,10,2
어렸을,Verb,8,1
어리광,Noun,4,1
어리석었으며,Adjective,1,1
어린,Verb,1,8
어린,Verb,2,1
어린,Verb,8,1
어린,Verb,10,1
어린아이,Verb,1,2
어릴,Verb,9,1
어림,Noun,1,1
어머,Exclamation,1,1
어머,Noun,1,4
어머니,Noun,1,1
어머니,Noun,8,1
어머님,Noun,8,1
어머어머,Exclamation,1,1
어미,Noun,1,1
어벤져스,Noun,8,1
어보,Noun,9,1
어색,Noun,3,1
어색,Noun,8,1
어색하게,Adjective,1,1
어색하게,Adjective,7,1
어색하고,Adjective,1,1
어색하고,Adjective,8,1
어색한,Adjective,1,1
어색한,Adjective,6,1
어색할수,Adjective,3,1
어색함,Adjective,9,1
어색함과,Adjective,7,1
어색함이다,Adjective,3,1
어색해서,Adjective,1,1
어색해서,Adjective,3,1
어색해서,Adjective,8,1
어색했고,Adjective,6,1
어색했지만,Adjective,6,1
어서,Noun,1,1
어서,Noun,8,1
어서,Noun,9,1
어설푼,Noun,4,1
어설픈,Adjective,1,1
어설픈,Adjective,2,1
어설픈,Adjective,5,1
어여쁘게,Adjective,10,1
어요,Noun,1,1
어우,Noun,1,4
어우러지는,Verb,4,1
어우러진,Verb,8,1
어우러진,Verb,10,1
어우러짐,Verb,10,1
어울려요,Verb,1,1
어울렸던,Verb,10,1
어울리는,Verb,1,2
어울리는,Verb,8,1
어울리는,Verb,10,1
어울리는구나,Verb,9,1
어울리지,Verb,7,1
어울린다,Verb,1,1
어울린다,Verb,8,1
어울림,Verb,10,1
어이,Noun,1,8
어이,Noun,6,1
어이,Noun,10,1
어이없다,Adjective,1,1
어장,Noun,10,1
어지러워서요,Adjective,1,1
어진,Noun,10,1
어질것,Adjective,10,1
어째,Noun,1,1
어째,Noun,9,1
어째서,Noun,10,1
어쨋,Noun,10,1
어쨌거,Noun,10,1
어쨌건,Adverb,10,1
어쨌든,Noun,1,1
어쩌,Noun,1,1
어쩌,Noun,8,1
어쩌것,Noun,7,1
어쩌구,Noun,10,2
어쩌나,Adverb,8,1
어쩌다,Adverb,7,1
어쩌다가,Noun,6,1
어쩌라고,Adverb,2,1
어쩌란,Noun,9,1
어쩌면,Noun,1,1
어쩌면,Noun,8,2
어쩌면,Noun,10,1
어쩐지,Noun,1,1
어쩐지,Noun,9,1
어쩔,Adverb,1,3
어쩔,Adverb,7,1
어쩔,Adverb,8,1
어쩔,Adverb,9,1
어쩔,Adverb,10,1
어쩔,Modifier,6,1
어쩔,Modifier,7,2
어쩜,Noun,6,1
어쩜,Noun,9,2
어쩜,Noun,10,1
어쩜이리,Noun,9,1
어찌,Noun,1,6
어찌,Noun,5,1
어찌,Noun,7,3
어찌,Noun,8,1
어찌,Noun,9,1
어찌,Noun,10,4
어찌나,Adverb,3,1
어차피,Noun,1,3
어차피,Noun,7,1
어차피,Noun,8,1
어차피,Noun,9,2
어차피,Noun,10,2
어케,Noun,1,3
어케좀,Noun,1,1
어텋,Noun,10,1
어투,Noun,10,1
어필,Noun,7,2
어휴,Exclamation,1,11
억,Modifier,8,1
억,Modifier,10,1
억제,Noun,9,1
억지,Noun,2,1
억지로,Noun,10,1
억지스러운,Adjective,2,1
억지스런,Adjective,7,1
언,Modifier,6,1
언,Modifier,9,1
언,Modifier,10,2
언급,Noun,1,1
언덕,Noun,8,1
언론,Noun,10,1
언변,Noun,8,1
언어,Noun,7,1
언어,Noun,8,1
언어,Noun,9,3
언어,Noun,10,2
언제,Noun,1,4
언제,Noun,6,1
언제,Noun,8,5
언제,Noun,9,3
언제,Noun,10,5
언제나,Adverb,1,2
언제나,Adverb,6,1
언제나,Adverb,7,3
언제나,Adverb,8,11
언제나,Adverb,9,5
언제나,Adverb,10,10
언젠가,Adverb,1,4
언젠가,Adverb,7,2
언젠가,Adverb,9,1
언젠가,Adverb,10,4
언플,Noun,1,2
언행,Noun,7,1
얻고,Verb,9,1
얻고,Verb,10,1
얻기,Verb,7,1
얻기,Verb,10,1
얻으려면,Verb,1,1
얻은건,Verb,5,1
얻은게,Verb,7,1
얻을게,Verb,9,1
얻지,Noun,8,1
얼,Noun,7,1
얼,Noun,9,1
얼굴,Noun,1,8
얼굴,Noun,2,2
얼굴,Noun,6,1
얼굴,Noun,7,1
얼굴,Noun,8,2
얼굴,Noun,9,3
얼굴,Noun,10,2
얼굴값,Noun,1,1
얼굴값,Noun,2,1
얼굴값,Noun,7,1
얼까,Verb,6,1
얼룩진,Verb,1,1
얼른,Noun,2,1
얼마,Noun,1,2
얼마,Noun,8,1
얼마,Noun,10,1
얼마나,Noun,1,12
얼마나,Noun,7,3
얼마나,Noun,8,5
얼마나,Noun,9,3
얼마나,Noun,10,16
얼빠진,Verb,10,1
얼자,Noun,1,1
얽히고,Verb,9,1
얽힌다,Verb,7,1
얽힘과,Verb,7,1
얽힘이,Verb,8,1
엄,Noun,1,1
엄마,Noun,1,3
엄마,Noun,2,1
엄연한,Adjective,1,1
엄지원,Noun,5,1
엄청,Adverb,4,2
엄청,Adverb,7,1
엄청,Adverb,8,3
엄청,Adverb,9,3
엄청,Adverb,10,2
엄청나게,Adjective,3,1
엄청난,Adjective,8,1
엄청난,Adjective,9,1
엄청난,Adjective,10,3
엄청난게,Adjective,8,1
업계,Noun,1,1
없,Adjective,1,3
없,Adjective,2,1
없,Adjective,5,1
없게,Adjective,1,1
없게,Adjective,6,1
없게,Adjective,8,1
없게,Adjective,10,1
없겠다,Adjective,10,1
없겠죠,Adjective,1,1
없겠지만,Adjective,1,1
없겠지만,Adjective,9,1
없겠지만,Adjective,10,1
없고,Adjective,1,22
없고,Adjective,4,2
없고,Adjective,6,2
없고,Adjective,7,1
없고,Adjective,8,3
없고,Adjective,9,1
없고,Adjective,10,4
없구나,Adjective,3,1
없구나,Adjective,5,1
없기에,Adjective,6,1
없기에,Adjective,7,2
없기에,Adjective,8,1
없긴,Adjective,9,1
없나,Adjective,1,6
없나보다,Adjective,1,1
없나보다,Adjective,3,1
없나요,Adjective,1,4
없냐,Adjective,1,5
없냐,Adjective,2,1
없네,Adjective,1,8
없네,Adjective,2,1
없네,Adjective,10,1
없네요,Adjective,1,4
없네요,Adjective,3,1
없네요,Adjective,4,1
없네요,Adjective,7,1
없네요,Adjective,10,1
없는,Adjective,1,28
없는,Adjective,2,2
없는,Adjective,3,4
없는,Adjective,4,4
없는,Adjective,5,2
없는,Adjective,6,3
없는,Adjective,7,7
없는,Adjective,8,13
없는,Adjective,9,16
없는,Adjective,10,30
없는거냐,Adjective,1,1
없는거니,Adjective,1,1
없는거야,Adjective,1,1
없는거지,Adjective,1,1
없는것,Adjective,6,1
없는것,Adjective,8,1
없는것,Adjective,10,1
없는것도,Adjective,8,1
없는것을,Adjective,3,1
없는게,Adjective,1,1
없는데,Adjective,1,2
없는데,Adjective,2,1
없는데,Adjective,6,2
없는데,Adjective,7,1
없는데,Adjective,8,2
없는데,Adjective,10,2
없는데다,Adjective,1,1
없는듯,Adjective,5,1
없는자,Adjective,8,1
없다,Adjective,1,29
없다,Adjective,2,1
없다,Adjective,3,1
없다,Adjective,4,3
없다,Adjective,6,3
없다,Adjective,7,4
없다,Adjective,8,13
없다,Adjective,9,7
없다,Adjective,10,16
없다고,Adjective,1,3
없다고,Adjective,6,1
없다고,Adjective,8,1
없다고,Adjective,10,1
없다는,Adjective,1,1
없다는,Adjective,8,1
없다는,Adjective,10,1
없다는건,Adjective,9,1
없다는것도,Adjective,10,1
없다니,Adjective,1,1
없다면,Adjective,1,1
없단,Adjective,9,1
없더라,Adjective,7,2
없더라도,Adjective,5,1
없더라도,Adjective,8,1
없던,Adjective,9,1
없소,Adjective,10,1
없습니다,Adjective,1,1
없습니다,Adjective,5,1
없습니다,Adjective,7,2
없애는,Verb,1,1
없애야,Verb,2,1
없애준,Verb,10,1
없어,Adjective,1,5
없어,Adjective,10,1
없어도,Adjective,8,1
없어라,Adjective,1,1
없어서,Adjective,1,9
없어서,Adjective,2,1
없어서,Adjective,5,1
없어서,Adjective,6,1
없어서,Adjective,8,3
없어서,Adjective,10,2
없어선,Adjective,10,1
없어야만,Adjective,7,1
없어요,Adjective,1,2
없어요,Adjective,5,1
없어요,Adjective,7,1
없어요,Adjective,10,2
없어져야,Verb,9,1
없어지고,Verb,1,2
없어지는,Verb,8,1
없어진,Verb,4,1
없어진다,Verb,8,1
없었고,Adjective,1,1
없었고,Adjective,2,1
없었고,Adjective,6,1
없었기에,Adjective,10,1
없었는데,Adjective,10,1
없었는지,Adjective,8,1
없었는지,Adjective,10,1
없었다,Adjective,1,3
없었다,Adjective,6,3
없었다,Adjective,7,2
없었다,Adjective,8,2
없었다,Adjective,9,4
없었다,Adjective,10,2
없었다면,Adjective,6,1
없었더라면,Adjective,9,1
없었던,Adjective,4,1
없었던,Adjective,10,1
없었어요,Adjective,9,1
없었으나,Adjective,6,1
없었음,Adjective,1,1
없었음,Adjective,2,1
없었지만,Adjective,8,1
없었지만,Adjective,10,2
없으,Adjective,5,1
없으니,Adjective,9,1
없으니,Adjective,10,2
없으니까,Adjective,9,1
없으니까,Adjective,10,1
없으면,Adjective,1,1
없으면,Adjective,6,1
없으면,Adjective,10,1
없으면서,Adjective,1,1
없으신,Adjective,10,1
없은,Adjective,9,1
없을,Adjective,1,7
없을,Adjective,7,1
없을,Adjective,8,2
없을,Adjective,9,1
없을거,Adjective,1,1
없을것,Adjective,10,1
없을까,Adjective,1,1
없을꺼다,Adjective,1,1
없을만큼의,Adjective,10,1
없음,Adjective,1,7
없음,Adjective,2,1
없음,Adjective,4,1
없음,Adjective,5,1
없음,Adjective,7,2
없음,Adjective,8,1
없음,Adjective,9,2
없음,Adjective,10,1
없이,Adverb,1,12
없이,Adverb,2,3
없이,Adverb,4,1
없이,Adverb,5,1
없이,Adverb,7,2
없이,Adverb,8,13
없이,Adverb,9,6
없이,Adverb,10,12
없잖아,Adjective,9,1
없죠,Adjective,1,1
없죠,Adjective,7,1
없지,Adjective,1,3
없지,Adjective,7,1
없지,Adjective,10,2
없지만,Adjective,7,1
없지만,Adjective,8,2
없지만,Adjective,9,3
없지만,Adjective,10,3
엇,VerbPrefix,1,5
엇,VerbPrefix,8,1
엇네,Noun,10,1
엇음,Noun,10,1
었,Noun,9,1
엉,Exclamation,1,2
엉뚱함,Adjective,8,1
엉망,Noun,1,1
엎,Noun,1,1
에,Foreign,2,1
에,Foreign,7,1
에,Foreign,10,1
에,Josa,1,205
에,Josa,2,12
에,Josa,3,8
에,Josa,4,8
에,Josa,5,15
에,Josa,6,44
에,Josa,7,81
에,Josa,8,136
에,Josa,9,145
에,Josa,10,216
에가,Josa,1,1
에가,Josa,10,1
에게,Josa,1,36
에게,Josa,2,1
에게,Josa,4,2
에게,Josa,5,7
에게,Josa,7,9
에게,Josa,8,8
에게,Josa,9,13
에게,Josa,10,32
에게나,Josa,7,1
에게나,Josa,8,1
에게는,Josa,1,2
에게는,Josa,4,1
에게는,Josa,5,1
에게는,Josa,8,1
에게는,Josa,10,5
에게도,Josa,1,1
에게도,Josa,4,1
에게도,Josa,6,1
에게도,Josa,7,1
에게도,Josa,8,2
에게도,Josa,10,3
에게만,Josa,1,1
에게서,Josa,9,1
에게서,Josa,10,1
에겐,Josa,1,2
에겐,Josa,7,3
에겐,Josa,9,2
에겐,Josa,10,1
에고,Noun,1,2
에나,Josa,1,4
에나,Noun,7,1
에너지,Noun,1,1
에너지,Noun,8,1
에너지,Noun,9,1
에는,Josa,1,7
에는,Josa,2,2
에는,Josa,5,1
에는,Josa,6,3
에는,Josa,7,5
에는,Josa,8,7
에는,Josa,9,9
에는,Josa,10,6
에다가,Josa,10,3
에도,Josa,1,7
에도,Josa,6,1
에도,Josa,7,1
에도,Josa,8,5
에도,Josa,9,4
에도,Josa,10,9
에든,Josa,6,1
에로,Josa,1,1
에로영화,Noun,1,1
에만,Josa,1,9
에만,Josa,2,1
에만,Josa,5,1
에만,Josa,6,1
에만,Josa,9,1
에만,Josa,10,2
에서,Josa,1,52
에서,Josa,2,7
에서,Josa,3,2
에서,Josa,4,4
에서,Josa,5,4
에서,Josa,6,10
에서,Josa,7,23
에서,Josa,8,54
에서,Josa,9,47
에서,Josa,10,60
에서가,Josa,5,1
에서까지,Josa,7,1
에서나,Josa,1,2
에서는,Josa,1,4
에서는,Josa,6,2
에서는,Josa,8,2
에서는,Josa,9,3
에서는,Josa,10,4
에서도,Josa,1,2
에서도,Josa,2,1
에서도,Josa,5,1
에서도,Josa,6,2
에서도,Josa,7,1
에서도,Josa,8,3
에서도,Josa,9,3
에서도,Josa,10,5
에서라도,Josa,8,1
에서만,Josa,7,1
에서만큼은,Josa,8,1
에서의,Josa,6,1
에서의,Josa,8,1
에서의,Josa,9,1
에서의,Josa,10,2
에서처럼,Josa,6,1
에서처럼,Josa,10,1
에선,Josa,1,3
에선,Josa,3,1
에선,Josa,5,1
에선,Josa,6,1
에선,Josa,7,3
에선,Josa,8,1
에선,Josa,9,2
에선,Josa,10,1
에세이,Noun,10,1
에쎄,Noun,8,2
에야,Josa,8,1
에요,Josa,1,6
에요,Josa,7,1
에요,Josa,9,1
에요,Josa,10,10
에잇,Exclamation,1,1
에티켓,Noun,8,1
에피소드,Noun,8,1
에혀,Noun,1,1
엑,Exclamation,1,2
엔,Josa,1,13
엔,Josa,2,2
엔,Josa,3,1
엔,Josa,4,1
엔,Josa,5,2
엔,Josa,6,5
엔,Josa,7,1
엔,Josa,8,10
엔,Josa,9,10
엔,Josa,10,9
엔딩,Noun,6,2
엔딩,Noun,7,2
엔딩,Noun,8,2
엔딩,Noun,9,1
엔딩,Noun,10,2
엘,Josa,7,1
엘,Josa,10,1
엘리엇,Noun,9,1
엠,Noun,10,1
여,Josa,1,5
여,Josa,2,1
여,Josa,3,1
여,Josa,5,1
여,Josa,7,2
여,Josa,8,3
여,Josa,9,4
여,Josa,10,2
여,Modifier,1,2
여,Modifier,2,1
여,Modifier,6,2
여,Modifier,8,4
여,Modifier,9,5
여,Modifier,10,4
여,Noun,1,4
여,Noun,5,1
여,Noun,8,1
여,Noun,10,1
